iso_name,rx_name,ref_name,fold,titer,month,infection,num_result,variant
Beta,BNT162b2,Wall21,15.3,10.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,3.6,43.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.7,391.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.5,410.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,5.5,264.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,8.3,174.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.2,408.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.4,351.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,1.7,278.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,2.0,240.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.7,244.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.0,220.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,5.1,131.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.4,122.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.8,530.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.9,688.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,7.1,287.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,7.4,275.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.0,176.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.0,181.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,1.8,192.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,2.7,130.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,12.0,426.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,9.6,532.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,10.2,501.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,23.5,218.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.4,258.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,4.5,198.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,7.0,127.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,7.5,118.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.2,401.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.5,522.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.5,517.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.6,284.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.5,138.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.6,187.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.3,113.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.8,100.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.6,254.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.7,250.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.7,244.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,6.6,138.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,0.9,231.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,0.5,398.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,1.3,158.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,1.5,141.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.9,244.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.7,169.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.5,183.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,3.2,146.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.3,207.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.0,162.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.2,151.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.2,115.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.4,416.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.0,499.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,3.0,336.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,5.1,200.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.3,245.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.6,307.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.1,195.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,6.5,124.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.0,241.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.4,207.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.1,119.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.2,118.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.2,900.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.9,577.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.8,390.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,3.1,347.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.1,1427.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.0,781.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.8,412.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,2.2,698.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.3,305.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.5,157.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.4,166.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.0,101.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.0,348.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.7,197.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.1,156.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,1.9,174.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.7,292.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.5,198.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.0,164.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,3.8,129.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.3,292.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.1,319.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,1.7,391.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.7,143.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.0,238.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.2,322.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.7,197.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.5,132.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.5,2021.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.8,1354.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,12.7,403.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.7,906.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.9,294.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,5.6,205.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,7.4,155.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,8.6,133.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.5,508.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.7,480.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.2,411.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.2,249.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.1,194.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.2,189.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.0,150.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.3,115.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.4,235.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.6,223.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,2.8,202.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,4.2,138.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.6,356.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.6,259.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.8,242.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.6,166.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.1,876.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.5,732.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,1.7,1044.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.5,404.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.8,1165.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,4.4,470.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,7.3,282.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,6.1,334.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.9,482.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.1,886.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,5.5,343.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,7.8,242.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.6,247.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.7,239.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,6.4,139.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.1,176.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.5,280.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,4.2,231.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.6,269.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,6.7,147.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.8,695.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.4,525.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.0,418.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.3,287.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.8,393.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.4,471.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,6.1,183.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.7,237.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,4.4,1159.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,4.4,1170.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,7.1,720.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,12.2,418.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.0,762.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.6,590.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.7,321.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,6.2,247.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.1,756.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.8,466.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.6,329.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.0,213.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.6,1227.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.7,534.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.3,604.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.1,487.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.3,485.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.7,659.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.5,442.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.6,200.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.9,371.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.6,277.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.0,176.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,3.2,223.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.8,169.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.5,319.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.0,162.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,3.1,154.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,5.9,869.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,8.3,620.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,11.0,465.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,10.9,471.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.0,313.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.5,256.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.7,173.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.9,129.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.6,560.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.3,438.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,7.3,196.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,6.9,208.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.5,523.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.4,231.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.8,164.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.4,145.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.1,280.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.6,222.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.5,168.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.0,146.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,10.0,512.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,10.3,497.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,9.0,566.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,14.6,350.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.9,696.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.8,469.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,7.5,175.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.9,222.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,6.4,802.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,7.6,678.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,13.1,391.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,17.1,300.0,1,naive,1,Delta
Alpha,BNT162b2,Wall21,4.7,56.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.0,65.0,1,naive,1,Beta
B.1.1,BNT162b2,Wall21,1.0,1153.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.3,482.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.5,439.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,2.4,449.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.2,1297.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.6,613.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,5.0,323.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,3.8,423.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.0,420.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.0,420.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.0,277.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.7,178.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.1,237.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.8,275.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.1,165.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,3.9,130.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,5.2,985.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,7.4,693.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,11.5,447.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,14.3,358.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.3,199.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.9,171.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.1,164.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,6.5,102.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.7,427.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.2,225.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,5.0,142.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.8,122.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,4.5,422.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,5.3,357.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.3,580.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,9.5,200.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.1,251.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.2,239.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,5.5,97.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.0,105.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.9,521.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.4,444.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.6,428.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,6.6,230.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,6.4,799.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,6.4,806.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,12.1,423.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,13.7,374.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,4.0,274.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.2,343.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,7.5,145.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,7.0,155.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.4,779.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.4,548.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.7,402.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.9,386.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,4.3,1199.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,4.3,1196.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,4.6,1114.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,12.7,403.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.4,313.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.2,368.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,9.6,45.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,4.4,98.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.3,374.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.9,446.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,9.8,88.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,7.0,123.0,1,naive,1,Delta
Alpha,BNT162b2,Wall21,2.8,223.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,13.1,48.0,>=2,naive,1,Beta
B.1.1,BNT162b2,Wall21,2.4,165.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.2,124.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,39.7,10.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,5.7,70.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.6,491.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.1,556.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,6.0,289.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,7.9,221.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.3,144.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.4,142.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.3,45.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,2.2,89.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,5.3,970.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,4.5,1150.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,1.0,5120.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,10.9,469.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,0.6,299.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,0.9,199.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.3,82.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,1.6,117.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,3.3,1534.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.3,1571.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,1.0,5120.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,6.5,783.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,5.2,982.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.7,1366.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,8.0,640.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,18.6,275.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.3,236.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.9,155.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,4.7,63.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,3.3,90.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.3,211.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.4,187.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.9,68.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,2.6,103.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.1,166.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.0,87.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,17.8,10.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,2.2,81.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.9,211.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.2,183.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,5.9,70.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,5.5,74.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.1,213.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.3,194.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,3.4,71.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,3.3,73.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.2,165.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,0.9,212.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.3,85.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,2.6,75.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.9,74.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.0,72.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,2.8,52.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,14.3,10.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.0,96.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,0.6,160.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,19.2,5.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,9.6,10.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.9,178.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.3,275.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,34.4,10.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,4.2,81.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.1,182.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.8,109.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,4.6,43.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,3.9,51.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.2,234.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.7,168.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,6.2,47.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,3.7,78.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.3,136.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.4,120.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,4.2,41.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,17.2,10.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.3,123.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.6,105.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,3.4,82.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,5.4,51.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.3,628.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.2,716.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,4.2,200.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,2.2,380.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,2.7,404.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.7,401.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,2.7,400.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,4.6,238.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,6.8,758.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,5.5,938.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,2.8,1800.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,11.0,467.0,1,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.2,223.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,3.0,85.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,3.8,68.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,2.6,98.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,1.1,185.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.0,98.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,2.3,85.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,2.0,100.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,0.9,240.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.2,177.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,2.6,78.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,1.5,138.0,>=2,naive,1,Delta
